OBJECTID,SITEID,NAME,WEB_PAGE,BOAT FACILITY,CAMPING,HUNTING,PDFMAP,HUNT_ACCESS,ACRES,LATITUDE,LONGITUDE,MGMT_ID,x,y
38811,282685,Eagle Island,https://myfwp.mt.gov/fishMT/fas/39753742,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753742.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,22,47.12091,-111.89019,39753742,-12455559.8798,5961832.6014
38812,283219,Manuel Lisa,https://myfwp.mt.gov/fishMT/fas/39753862,Ramp (Concrete),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753862.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,33,46.14475,-107.46603,39753862,-11963064.9421,5803576.5609
38813,279813,Smith Lake,https://myfwp.mt.gov/fishMT/fas/39753969,"Ramp (Gravel), Dock",No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753969.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,3,48.10732,-114.44142,39753969,-12739562.0659,6124727.9252
38814,279949,Horseshoe Lake/Ferndale,https://myfwp.mt.gov/fishMT/fas/39754001,"Ramp (Gravel), Dock",No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754001.pdf,,24,48.0217,-113.99758,39754001,-12690153.6555,6110467.1652
38815,280210,Sophie Lake,https://myfwp.mt.gov/fishMT/fas/39754051,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754051.pdf,,20,48.9555,-115.1264,39754051,-12815813.3885,6267315.9823
38816,279946,McKay Landing,https://myfwp.mt.gov/fishMT/fas/39753999,Ramp (Primitive),Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753999.pdf,,0,47.53683,-115.07921,39753999,-12812082.8994,6031029.2121
38817,279794,Glen Lake,https://myfwp.mt.gov/fishMT/fas/39753961,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753961.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,2,48.87,-114.94991,39753961,-12796167.0656,6252832.2155
38818,279874,Skyles Lake,https://myfwp.mt.gov/fishMT/fas/39753987,Hand Launch,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753987.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,1,48.40453,-114.40189,39753987,-12735162.0676,6174420.6834
38819,279997,Teakettle,https://myfwp.mt.gov/fishMT/fas/39754013,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754013.pdf,,3,48.36581,-114.17102,39754013,-12709461.4753,6167931.1766
38820,281649,Silver Springs Bridge,https://myfwp.mt.gov/fishMT/fas/39753496,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753496.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,23,45.41182,-112.20584,39753496,-12490698.4723,5686590.5655
38821,283109,East Bridge,https://myfwp.mt.gov/fishMT/fas/39753818,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753818.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,1,45.79656,-108.46824,39753818,-12074630.7104,5747808.3786
38822,280686,Forest Grove,https://myfwp.mt.gov/fishMT/fas/39754155,Ramp (Concrete),Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754155.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,6,47.07621,-114.76141,39754155,-12775182.8954,5954522.8407
38823,283515,Cole Ponds,https://myfwp.mt.gov/fishMT/fas/39754309,Ramp (Gravel),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754309.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,139,48.53905,-107.46843,39754309,-11963331.7816,6197007.6163
38824,281401,Fairweather,https://myfwp.mt.gov/fishMT/fas/39753412,Ramp (Gravel),No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753412.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,718,46.02773,-111.41831,39753412,-12403031.2425,5784794.6998
38825,283230,Pelican,https://myfwp.mt.gov/fishMT/fas/39753866,Ramp (Concrete),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753866.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,122,45.75276,-109.76764,39753866,-12219278.744,5740818.7709
38826,283171,Castle Rock,https://myfwp.mt.gov/fishMT/fas/39753838,Hand Launch,Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753838.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,81,45.47303,-109.74104,39753838,-12216318.0087,5696300.7865
38827,282520,Lower Carter Pond,https://myfwp.mt.gov/fishMT/fas/39753668,Hand Launch,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753668.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,7,47.14375,-109.4294,39753668,-12181626.3073,5965569.777
38828,281497,Queen of the Waters,https://myfwp.mt.gov/fishMT/fas/39753436,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753436.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,12,45.04377,-110.73163,39753436,-12326590.1213,5628416.3748
38829,9631900,Echo Lake,https://myfwp.mt.gov/fishMT/fas/39754619,"Ramp (Concrete), Dock",Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754619.pdf,,5,48.13062,-114.03798,39754619,-12694651.6812,6128613.9759
38830,12487584,Harlowton,https://myfwp.mt.gov/fishMT/fas/39754664,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754664.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,1,46.42899,-109.83759,39754664,-12227065.4106,5849364.896
38831,12504153,Lone Tree,https://myfwp.mt.gov/fishMT/fas/39754656,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754656.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,,47.05569543,-111.96533441,39754656,-12463925.4409,5951170.8151
38832,280630,Chief Looking Glass,https://myfwp.mt.gov/fishMT/fas/39754131,Hand Launch,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754131.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,13,46.66165,-114.05355,39754131,-12696384.3664,5887022.0959
38833,280669,Florence Bridge,https://myfwp.mt.gov/fishMT/fas/39754145,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754145.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,12,46.63211,-114.05154,39754145,-12696160.4837,5882231.6317
38834,282583,Nilan Reservoir,https://myfwp.mt.gov/fishMT/fas/39753690,Ramp (Concrete),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753690.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,10,47.47291,-112.51975,39753690,-12525642.9879,6019610.4453
38835,282636,Prickly Pear,https://myfwp.mt.gov/fishMT/fas/39753714,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753714.pdf,,0,46.92987,-112.12234,39753714,-12481403.4062,5930635.2354
38836,281701,George Grant Memorial,https://myfwp.mt.gov/fishMT/fas/39753524,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753524.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,4,45.7777,-112.84826,39753524,-12562212.5911,5744797.1842
38837,281762,Kalsta Bridge,https://myfwp.mt.gov/fishMT/fas/39753558,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753558.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,6,45.52576,-112.70256,39753558,-12545993.3576,5704676.2389
38838,281665,Brownes Bridge,https://myfwp.mt.gov/fishMT/fas/39753504,Ramp (Gravel),Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753504.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,10,45.54671,-112.6923,39753504,-12544851.3896,5708005.487
38839,6872359,Seven Sisters,https://myfwp.mt.gov/fishMT/fas/39754581,Hand Launch,Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754581.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,8,47.5738,-104.22277,39754581,-11602026.835,6036241.5974
38840,6872214,Grant Marsh,https://myfwp.mt.gov/fishMT/fas/39754577,Ramp (Concrete),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754577.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,,45.84424867,-107.59097316,39754577,-11976973.6387,5755426.105
38841,10813001,Elk Island,https://myfwp.mt.gov/fishMT/fas/39754638,Hand Launch,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754638.pdf,Walk-in hunting only from county roads and trails to fishing access sites,69,47.47588,-104.30127,39754638,-11610765.8467,6020099.1868
38842,280624,Natural Pier,https://myfwp.mt.gov/fishMT/fas/39754127,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754127.pdf,,43,47.01504,-114.50671,39754127,-12746829.7494,5944529.5925
38843,280802,Sha-Ron,https://myfwp.mt.gov/fishMT/fas/39754199,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754199.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,1,46.88136,-113.93465,39754199,-12683148.6335,5922731.154
38844,280750,Marco Flats,https://myfwp.mt.gov/fishMT/fas/39754175,Hand Launch,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754175.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,2,46.88969,-113.82973,39754175,-12671468.7048,5924087.7578
38845,280818,Turah,https://myfwp.mt.gov/fishMT/fas/39754207,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754207.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,21,46.82216,-113.80821,39754207,-12669073.0382,5913095.4951
38846,280736,Beavertail Pond,https://myfwp.mt.gov/fishMT/fas/39754167,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754167.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,50,46.72918,-113.57836,39754167,-12643487.0096,5897982.2579
38847,281398,Meadow Lake,https://myfwp.mt.gov/fishMT/fas/39753410,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753410.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,8,45.44336,-111.70797,39753410,-12435275.7887,5691592.7028
38848,281487,Cardwell Bridge,https://myfwp.mt.gov/fishMT/fas/39753432,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753432.pdf,,6,45.85384,-111.95092,39753432,-12462321.1192,5756958.1313
38849,281364,Harrison Lake,https://myfwp.mt.gov/fishMT/fas/39753406,Ramp (Concrete),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753406.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,40,45.69942,-111.70798,39753406,-12435276.7482,5732312.0942
38850,281519,Sappington Bridge,https://myfwp.mt.gov/fishMT/fas/39753444,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753444.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,1,45.80401,-111.75127,39753444,-12440096.2622,5748997.3879
38851,281550,Williams' Bridge,https://myfwp.mt.gov/fishMT/fas/39753458,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753458.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,2,45.80214,-111.69598,39753458,-12433940.7549,5748699.1542
38852,281704,Drouillard,https://myfwp.mt.gov/fishMT/fas/39753526,Ramp (Gravel),No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753526.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,40,45.89764,-111.59402,39753526,-12422590.4138,5763961.5078
38853,281655,Blackbird,https://myfwp.mt.gov/fishMT/fas/39753500,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753500.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,23,45.90138,-111.5269,39753500,-12415118.9038,5764560.3235
38854,283187,Homestead Isle,https://myfwp.mt.gov/fishMT/fas/39753846,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753846.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,191,45.60623,-108.87823,39753846,-12120270.8744,5717472.0541
38855,280815,St. Regis,https://myfwp.mt.gov/fishMT/fas/39754205,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754205.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,1,47.30197,-115.08802,39754205,-12811541.8277,5991504.8826
38856,7413529,Six Stall,https://myfwp.mt.gov/fishMT/fas/39754597,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754597.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,1,46.96548,-113.37886,39754597,-12621278.0031,5936442.3866
38857,39632142,Bluewater Springs,https://myfwp.mt.gov/fishMT/fas/39753885,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753885.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,40,45.33161,-108.80229,39753885,-12111816.8134,5673879.2129
38858,279797,Blanchard Lake,https://myfwp.mt.gov/fishMT/fas/39753963,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753963.pdf,,10,48.39369,-114.36661,39753963,-12731234.5211,6172604.2422
38859,279938,Ducharme,https://myfwp.mt.gov/fishMT/fas/39753995,Hand Launch,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753995.pdf,,51,47.69286,-114.07053,39753995,-12698275.2511,6055909.8981
38860,280932,Ninemile Prairie,https://myfwp.mt.gov/fishMT/fas/39754245,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754245.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,14,46.94439,-113.50276,39754245,-12635070.4881,5933003.214
38861,281504,Salmon Fly,https://myfwp.mt.gov/fishMT/fas/39753438,Ramp (Concrete),Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753438.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,12,45.62439,-112.68805,39753438,-12544377.627,5720361.3223
38862,282627,Hardy Bridge,https://myfwp.mt.gov/fishMT/fas/39753708,Hand Launch,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753708.pdf,,1,47.16816,-111.83532,39753708,-12449451.8778,5969566.814
38863,281662,Black's Ford,https://myfwp.mt.gov/fishMT/fas/39753502,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753502.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,9,45.64638,-111.52247,39753502,-12414626.1294,5723862.4008
38864,281765,Kirk Wildlife Refuge,https://myfwp.mt.gov/fishMT/fas/39753560,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753560.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,17,45.51036,-111.26106,39753560,-12385526.3141,5702229.255
38865,281643,Axtell Bridge,https://myfwp.mt.gov/fishMT/fas/39753492,Hand Launch,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753492.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,4,45.62339,-111.20486,39753492,-12379269.9345,5720202.8317
38866,281522,Shed's Bridge,https://myfwp.mt.gov/fishMT/fas/39753446,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753446.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,8,45.67378,-111.20919,39753446,-12379752.2566,5728225.7911
38867,281729,Four Corners,https://myfwp.mt.gov/fishMT/fas/39753540,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753540.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,9,45.85996,-111.29005,39753540,-12388752.5263,5757936.5085
38868,281439,Cherry River,https://myfwp.mt.gov/fishMT/fas/39753420,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753420.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,76,45.72433,-111.06495,39753420,-12363695.3574,5736283.523
38869,280946,Bozeman Pond,https://myfwp.mt.gov/fishMT/fas/39753336,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753336.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,16,45.67377,-111.08123,39753336,-12365507.5946,5728224.5471
38870,281623,Toston,https://myfwp.mt.gov/fishMT/fas/39753480,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753480.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,4,46.17199,-111.4452,39753480,-12406024.6351,5807954.9329
38871,281620,York Bridge,https://myfwp.mt.gov/fishMT/fas/39753478,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753478.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,10,46.71142,-111.81165,39753478,-12446816.8637,5895098.6061
38872,281512,Causeway,https://myfwp.mt.gov/fishMT/fas/39753442,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753442.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,4,46.70243,-111.9009,39753442,-12456752.2133,5893638.7632
38873,281605,Helena Valley Reservoir,https://myfwp.mt.gov/fishMT/fas/39753474,Ramp (Gravel),No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753474.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,980,46.64354,-111.87975,39753474,-12454398.6354,5884085.1372
38874,282598,Mid Canon,https://myfwp.mt.gov/fishMT/fas/39753694,Ramp (Gravel),Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753694.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,9,47.12548,-111.88508,39753694,-12454991.9103,5962580.3805
38875,282615,Lower Smith River,https://myfwp.mt.gov/fishMT/fas/39753700,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753700.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,4,47.39279,-111.44887,39753700,-12406433.2758,6006425.4083
38876,282679,Wing Dam,https://myfwp.mt.gov/fishMT/fas/39753738,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753738.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,25,47.29525,-111.67765,39753738,-12431900.0253,5990400.8585
38877,283995,Rosebud East,https://myfwp.mt.gov/fishMT/fas/39754423,Ramp (Concrete),Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754423.pdf,,26,46.2739,-106.6777,39754423,-11875308.2173,5824352.1354
38878,281640,Alder Bridge,https://myfwp.mt.gov/fishMT/fas/39753490,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753490.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,12,45.3198,-112.11765,39753490,-12480880.6277,5672009.2728
38879,281634,Vigilante,https://myfwp.mt.gov/fishMT/fas/39753486,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753486.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,69,45.25993,-112.10055,39753486,-12478977.9348,5662536.1903
38880,281631,Ruby Dam,https://myfwp.mt.gov/fishMT/fas/39753484,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753484.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,8,45.24169,-112.10982,39753484,-12480009.6561,5659652.4954
38881,281748,Grey Owl,https://myfwp.mt.gov/fishMT/fas/39753550,Ramp (Concrete),No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753550.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,34,45.39787,-110.70414,39753550,-12323529.827,5684377.6272
38882,281678,Chicory,https://myfwp.mt.gov/fishMT/fas/39753510,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753510.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,2,45.39763,-110.70213,39753510,-12323306.0124,5684339.3
38883,281448,Dan Bailey,https://myfwp.mt.gov/fishMT/fas/39753422,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753422.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,3,45.42045,-110.63664,39753422,-12316016.1391,5687958.5193
38884,281775,Loch Leven,https://myfwp.mt.gov/fishMT/fas/39753564,Ramp (Concrete),Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753564.pdf,,76,45.45721,-110.62422,39753564,-12314633.6762,5693791.0116
38885,281780,Mallard's Rest,https://myfwp.mt.gov/fishMT/fas/39753566,Ramp (Concrete),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753566.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,17,45.48482,-110.62163,39753566,-12314344.3941,5698173.9796
38886,283203,Otter Creek,https://myfwp.mt.gov/fishMT/fas/39753854,Ramp (Concrete),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753854.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,29,45.85508,-109.91574,39753854,-12235765.3197,5757157.2477
38887,283195,Indian Fort,https://myfwp.mt.gov/fishMT/fas/39753850,Ramp (Gravel),Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753850.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,19,45.71537,-109.54857,39753850,-12194892.299,5734854.2807
38888,283259,Whitebird,https://myfwp.mt.gov/fishMT/fas/39753880,Ramp (Gravel),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753880.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,23,45.57523,-109.33702,39753880,-12171342.9956,5712540.1695
38889,283144,Buffalo Jump,https://myfwp.mt.gov/fishMT/fas/39753828,Hand Launch,Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753828.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,7,45.43636,-109.79713,39753828,-12222561.4612,5690481.3859
38890,283227,Moraine,https://myfwp.mt.gov/fishMT/fas/39753864,Hand Launch,Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753864.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,60,45.46296,-109.75635,39753864,-12218022.6293,5694702.5115
38891,283241,Rosebud Isle,https://myfwp.mt.gov/fishMT/fas/39753872,Hand Launch,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753872.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,11,45.45074,-109.50677,39753872,-12190239.5276,5692763.5303
38892,283155,Bridger Bend,https://myfwp.mt.gov/fishMT/fas/39753834,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753834.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,12,45.10641,-109.02257,39753834,-12136338.6614,5638289.5197
38893,280575,Big Eddy,https://myfwp.mt.gov/fishMT/fas/39754113,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754113.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,20,47.19336,-114.87987,39754113,-12788370.1278,5973694.3648
38894,16937677,Bud Lilly,https://myfwp.mt.gov/fishMT/fas/39754710,Hand Launch,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754710.pdf,,3,45.88741,-111.42855,39754710,-12404171.2015,5762325.6965
38895,7623543,Little Blackfoot,https://myfwp.mt.gov/fishMT/fas/39754607,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754607.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,3,46.56876,-112.66589,39754607,-12541910.4931,5871968.1488
38896,9697950,Black Bridge,https://myfwp.mt.gov/fishMT/fas/39754623,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754623.pdf,,79,47.09993,-104.72665,39754623,-11658118.9232,5958402.4116
