OBJECTID,SITEID,NAME,WEB_PAGE,BOAT FACILITY,CAMPING,HUNTING,PDFMAP,HUNT_ACCESS,ACRES,LATITUDE,LONGITUDE,MGMT_ID,x,y
38897,283855,Bonfield,https://myfwp.mt.gov/fishMT/fas/39754401,Ramp (Concrete),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754401.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,56,46.63139,-105.56784,39754401,-11751759.5509,5882114.7512
38898,283799,Twelve Mile Dam,https://myfwp.mt.gov/fishMT/fas/39754387,No Boat Facilities,Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754387.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,27,46.24689,-105.7499,39754387,-11772026.3053,5820002.8107
38899,281484,Limespur,https://myfwp.mt.gov/fishMT/fas/39753430,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753430.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,106,45.82254,-111.87491,39753430,-12453859.9269,5751958.1923
38900,280825,Tarkio,https://myfwp.mt.gov/fishMT/fas/39754209,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754209.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,9,47.01377,-114.73735,39754209,-12772504.9909,5944322.9688
38901,283882,Far West,https://myfwp.mt.gov/fishMT/fas/39754407,Ramp (Concrete),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754407.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,34,46.28029,-106.48424,39754407,-11853772.3551,5825380.8199
38902,282483,Big Casino Creek Reservoir,https://myfwp.mt.gov/fishMT/fas/39753658,Hand Launch,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753658.pdf,,24,47.03639,-109.42836,39753658,-12181510.1579,5948017.3284
38903,281790,Milwaukee,https://myfwp.mt.gov/fishMT/fas/39753570,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753570.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,7,45.8986,-111.52628,39753570,-12415050.0111,5764115.0785
38904,279877,Tetrault Lake,https://myfwp.mt.gov/fishMT/fas/39753989,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753989.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,8,48.94831,-115.1083,39753989,-12813799.2765,6266096.8179
38905,283551,Bearpaw Lake,https://myfwp.mt.gov/fishMT/fas/39754321,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754321.pdf,,185,48.31699,-109.65775,39754321,-12207046.3363,6159755.3604
38906,282414,Arod Lake,https://myfwp.mt.gov/fishMT/fas/39753642,Ramp (Gravel),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753642.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,41,47.99551,-112.02842,39753642,-12470948.2273,6106108.7086
38907,282608,Ulm Bridge,https://myfwp.mt.gov/fishMT/fas/39753698,Ramp (Concrete),No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753698.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,171,47.4299,-111.49898,39753698,-12412010.8343,6012531.0063
38908,281745,Greenwood Bottoms,https://myfwp.mt.gov/fishMT/fas/39753548,No Boat Facilities,Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753548.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,6,45.77807,-112.83752,39753548,-12561016.5712,5744857.3705
38909,281686,Powerhouse,https://myfwp.mt.gov/fishMT/fas/39753514,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753514.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,17,45.76003,-112.80116,39753514,-12556969.1124,5741977.7711
38910,281681,Cobblestone,https://myfwp.mt.gov/fishMT/fas/39753512,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753512.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,190,45.77293,-111.5158,39753512,-12413883.5594,5744036.0654
38911,282407,Carter Ferry,https://myfwp.mt.gov/fishMT/fas/39753640,Ramp (Gravel),No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753640.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,20,47.75585,-110.899,39753640,-12345221.4039,6066334.0678
38912,282132,Pishkun Reservoir,https://myfwp.mt.gov/fishMT/fas/39753624,Ramp (Concrete),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753624.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,1649,47.68187,-112.46533,39753624,-12519584.4142,6054093.2651
38913,283784,Intake Dam,https://myfwp.mt.gov/fishMT/fas/39754381,Ramp (Concrete),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754381.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,405,47.28432,-104.51933,39754381,-11635040.0259,5988607.7212
38914,282645,Spite Hill,https://myfwp.mt.gov/fishMT/fas/39753720,Ramp (Gravel),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753720.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,14,47.12112,-111.93735,39753720,-12460809.6816,5961868.022
38915,280700,Kelly Island,https://myfwp.mt.gov/fishMT/fas/39754163,Ramp (Concrete),No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754163.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,706,46.86686,-114.10004,39754163,-12701560.0069,5920371.0418
38916,283060,Selkirk,https://myfwp.mt.gov/fishMT/fas/39753808,Ramp (Primitive),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753808.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,265,46.46467,-110.22376,39753808,-12270054.4555,5855128.7263
38917,283867,South Sandstone,https://myfwp.mt.gov/fishMT/fas/39754405,Ramp (Concrete),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754405.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,581,46.33256,-104.47414,39754405,-11630009.5518,5833803.7827
